                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                 1.0983,                0.51743,                 1.0899,                0.98767,                0.97674,                0.98853,                0.74059,                 1.0398,                0.41906,                 1.0476,             0.00031816,             0.00031816,             0.00031816
                     58,                 1.0598,                0.51566,                 1.0792,                0.99998,                0.97093,                0.99308,                0.74672,                 1.0448,                0.42006,                 1.0529,             0.00031109,             0.00031109,             0.00031109
                     59,                 1.0472,                0.51486,                 1.0778,                0.99701,                0.97052,                 0.9937,                0.74335,                 1.0461,                0.40125,                 1.0608,             0.00030402,             0.00030402,             0.00030402
                     60,                 1.0423,                0.50071,                 1.0667,                 0.9941,                0.97964,                0.99443,                0.72433,                 1.0757,                0.42533,                 1.0634,             0.00029695,             0.00029695,             0.00029695
                     61,                  1.076,                 0.5158,                 1.0778,                0.99117,                0.97934,                0.99429,                0.75676,                 1.0298,                0.39335,                 1.0501,             0.00028988,             0.00028988,             0.00028988
                     62,                  1.012,                0.48961,                 1.0626,                0.99683,                0.97965,                0.99402,                0.73784,                  1.041,                0.40939,                 1.0553,             0.00028282,             0.00028282,             0.00028282
                     63,                 1.0583,                0.50528,                   1.08,                0.98821,                0.97456,                0.99304,                0.75827,                 1.0363,                0.39562,                 1.0635,             0.00027575,             0.00027575,             0.00027575
                     64,                 1.0307,                0.49376,                  1.059,                0.99309,                0.97384,                0.99265,                0.73948,                 1.0351,                0.41112,                 1.0499,             0.00026868,             0.00026868,             0.00026868
                     65,                 1.0501,                0.50333,                 1.0679,                0.99406,                0.97334,                0.99278,                0.74999,                 1.0342,                0.39967,                 1.0439,             0.00026161,             0.00026161,             0.00026161
                     66,                 1.0572,                0.50673,                 1.0827,                0.99408,                0.97573,                0.99143,                0.75382,                  1.034,                0.39304,                 1.0512,             0.00025454,             0.00025454,             0.00025454
                     67,                 1.0082,                0.48523,                 1.0586,                0.99649,                0.98256,                0.99327,                0.74651,                 1.0372,                0.39785,                 1.0575,             0.00024747,             0.00024747,             0.00024747
                     68,                 1.0565,                0.49068,                 1.0757,                 0.9952,                0.97965,                0.99323,                0.74821,                 1.0447,                0.40531,                 1.0528,              0.0002404,              0.0002404,              0.0002404
                     69,                 1.0035,                0.48412,                 1.0572,                0.99937,                0.98256,                0.99199,                0.73444,                 1.0622,                0.40336,                  1.068,             0.00023334,             0.00023334,             0.00023334
                     70,                 1.0689,                0.48307,                 1.0672,                0.99931,                0.98256,                0.99474,                0.73666,                  1.055,                0.39915,                 1.0602,             0.00022627,             0.00022627,             0.00022627
                     71,                 1.0241,                0.49068,                  1.071,                0.99338,                0.98256,                0.99447,                0.74478,                 1.0318,                0.38896,                 1.0518,              0.0002192,              0.0002192,              0.0002192
                     72,                 1.0052,                0.48077,                 1.0447,                0.99056,                0.98256,                0.99433,                 0.7487,                 1.0347,                0.39697,                 1.0503,             0.00021213,             0.00021213,             0.00021213
                     73,                 1.0258,                0.47606,                 1.0524,                0.99357,                0.98547,                0.99471,                0.75557,                 1.0626,                0.38974,                 1.0575,             0.00020506,             0.00020506,             0.00020506
                     74,                 1.0285,                0.47589,                 1.0614,                0.99051,                0.97965,                0.99413,                 0.7625,                 1.0261,                0.38324,                 1.0464,             0.00019799,             0.00019799,             0.00019799
                     75,                 1.0306,                  0.472,                 1.0646,                0.99631,                0.97965,                0.99409,                0.76314,                 1.0283,                0.38607,                 1.0519,             0.00019092,             0.00019092,             0.00019092
                     76,                 1.0048,                0.46116,                 1.0562,                0.99705,                0.98247,                0.99455,                0.76001,                  1.035,                0.39113,                  1.049,             0.00018385,             0.00018385,             0.00018385
                     77,                 0.9986,                0.48124,                 1.0476,                0.99521,                0.98256,                0.99355,                0.75574,                 1.0402,                0.38753,                 1.0516,             0.00017679,             0.00017679,             0.00017679
                     78,                0.98876,                0.46841,                 1.0479,                0.99344,                0.97965,                0.99398,                0.75697,                  1.035,                 0.3923,                 1.0521,             0.00016972,             0.00016972,             0.00016972
                     79,                 0.9964,                0.47392,                 1.0511,                0.99595,                0.97965,                 0.9937,                0.75475,                 1.0528,                0.40304,                 1.0618,             0.00016265,             0.00016265,             0.00016265
                     80,                 1.0053,                0.46542,                 1.0592,                0.99666,                0.97965,                0.99377,                0.76402,                 1.0115,                0.37731,                 1.0443,             0.00015558,             0.00015558,             0.00015558
                     81,                0.98339,                0.47224,                 1.0458,                0.99366,                0.98256,                 0.9941,                0.76522,                 1.0238,                0.38261,                 1.0457,             0.00014851,             0.00014851,             0.00014851
                     82,                 0.9937,                0.46408,                 1.0513,                0.99411,                0.98162,                0.99349,                0.76256,                 1.0235,                0.37951,                 1.0521,             0.00014144,             0.00014144,             0.00014144
                     83,                0.99587,                0.46848,                 1.0494,                0.98794,                0.98256,                0.99285,                0.75767,                 1.0371,                0.38901,                 1.0597,             0.00013437,             0.00013437,             0.00013437
                     84,                0.96892,                0.46419,                 1.0441,                 0.9912,                0.98191,                0.99363,                0.76158,                 1.0169,                0.37671,                 1.0467,             0.00012731,             0.00012731,             0.00012731
                     85,                0.99763,                0.45641,                 1.0468,                0.99098,                0.97965,                0.99193,                0.75931,                 1.0304,                0.38607,                 1.0579,             0.00012024,             0.00012024,             0.00012024
                     86,                0.99881,                0.45898,                 1.0471,                0.99116,                0.97796,                0.99114,                0.76049,                 1.0418,                0.38272,                  1.063,             0.00011317,             0.00011317,             0.00011317
                     87,                0.98458,                0.45534,                 1.0485,                0.99023,                0.97674,                0.99057,                0.75313,                 1.0542,                0.38417,                 1.0684,              0.0001061,              0.0001061,              0.0001061
                     88,                 1.0054,                0.46093,                 1.0533,                 0.9941,                0.97956,                0.99417,                0.76661,                 1.0158,                0.37721,                 1.0446,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.97845,                0.45201,                 1.0532,                0.99208,                0.96802,                0.99324,                0.76189,                 1.0192,                0.37906,                  1.051,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.96563,                0.44027,                 1.0434,                0.99114,                0.97613,                0.99345,                0.76522,                 1.0248,                 0.3705,                 1.0483,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                0.88491,                0.36311,                 1.0118,                0.98827,                0.97965,                0.99238,                 0.7549,                 1.0319,                0.37538,                 1.0531,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.87993,                0.36375,                 1.0095,                0.99404,                0.96984,                0.99168,                0.76065,                 1.0212,                0.37987,                  1.053,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.87379,                0.35645,                 1.0063,                0.98788,                0.97965,                 0.9918,                0.76736,                 1.0217,                 0.3802,                 1.0494,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.84227,                0.35143,                0.97948,                 0.9912,                 0.9822,                0.99308,                0.76327,                 1.0299,                0.37733,                 1.0567,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.84095,                0.34418,                0.98607,                 0.9935,                0.97093,                0.99263,                0.76558,                 1.0275,                0.38263,                 1.0509,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                  0.853,                0.34773,                 0.9909,                0.99411,                0.98167,                0.99375,                0.76688,                 1.0237,                0.37841,                 1.0518,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.86188,                0.34195,                0.97545,                 0.9935,                0.97674,                0.99247,                0.76313,                 1.0332,                 0.3808,                  1.059,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.87146,                0.34402,                 1.0062,                0.99556,                0.97965,                0.99377,                 0.7629,                 1.0321,                0.37915,                 1.0593,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.82009,                0.34601,                  0.989,                0.99407,                0.97398,                0.99219,                0.76211,                 1.0285,                0.37946,                 1.0599,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.83951,                0.34685,                0.99226,                0.99242,                0.97384,                0.99243,                0.76354,                 1.0248,                0.37648,                 1.0588,             1.4209e-05,             1.4209e-05,             1.4209e-05
