                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                0.52468,                 0.3191,                 1.1234,                0.98613,                0.98534,                0.99266,                0.88869,                 0.5511,                  0.264,                  1.212,             0.00016972,             0.00016972,             0.00016972
                     79,                0.53776,                0.33507,                 1.1133,                0.98577,                0.98452,                0.99266,                0.88845,                0.54931,                 0.2617,                 1.2075,             0.00016265,             0.00016265,             0.00016265
                     80,                0.55293,                0.34238,                 1.1237,                0.98745,                0.98179,                0.99245,                 0.8901,                0.54715,                0.26352,                 1.2026,             0.00015558,             0.00015558,             0.00015558
                     81,                0.54328,                0.32546,                 1.1255,                0.98959,                0.98214,                0.99285,                0.88981,                0.54554,                0.26087,                 1.2076,             0.00014851,             0.00014851,             0.00014851
                     82,                0.52729,                0.31968,                 1.1164,                0.98573,                0.98321,                0.99316,                0.89108,                0.54844,                0.25787,                  1.209,             0.00014144,             0.00014144,             0.00014144
                     83,                0.50871,                0.30265,                 1.1024,                0.98631,                0.98374,                0.99286,                0.89051,                0.54974,                0.25951,                 1.2111,             0.00013437,             0.00013437,             0.00013437
                     84,                0.54027,                0.32311,                  1.112,                0.98942,                0.98353,                0.99317,                0.89196,                0.54701,                0.25584,                 1.2078,             0.00012731,             0.00012731,             0.00012731
                     85,                0.51483,                0.31073,                 1.1011,                0.99005,                0.98233,                0.99274,                0.89418,                0.54495,                0.25735,                 1.1996,             0.00012024,             0.00012024,             0.00012024
                     86,                0.52498,                0.31851,                 1.1063,                0.98789,                0.98135,                0.99293,                0.89394,                0.54251,                0.25697,                 1.2024,             0.00011317,             0.00011317,             0.00011317
                     87,                0.52842,                0.31935,                 1.1093,                0.98772,                0.98288,                0.99278,                 0.8922,                0.54323,                0.25866,                 1.2059,              0.0001061,              0.0001061,              0.0001061
                     88,                0.51417,                0.30461,                 1.0988,                0.98624,                0.98303,                0.99248,                0.89262,                0.54094,                0.25878,                 1.2009,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.52176,                0.31451,                 1.0917,                0.98492,                0.98269,                0.99259,                0.89143,                0.54823,                0.25976,                 1.2101,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.51574,                0.31516,                 1.0965,                0.98757,                0.98495,                 0.9928,                0.89351,                 0.5437,                0.25847,                 1.2063,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                 0.5533,                0.25772,                0.98284,                0.98689,                0.98409,                0.99271,                0.89423,                0.54208,                0.25568,                 1.2037,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.53707,                0.24761,                0.97912,                0.98756,                0.98334,                0.99243,                0.89364,                0.54292,                0.25721,                 1.2084,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.54767,                0.24912,                0.98069,                0.98328,                0.98496,                0.99257,                0.89462,                0.54052,                 0.2577,                 1.2064,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.55468,                0.25132,                0.97874,                0.98451,                0.98371,                0.99217,                0.89356,                0.54384,                0.26007,                 1.2067,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.53347,                0.24076,                0.96963,                0.98429,                0.98543,                0.99219,                0.89567,                0.54189,                0.25875,                 1.2078,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                 0.5545,                0.24884,                0.97365,                0.98263,                0.98264,                0.99187,                0.89312,                0.54323,                0.25761,                 1.2109,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.56518,                0.25041,                0.96477,                0.98652,                0.98037,                 0.9918,                0.89188,                0.54241,                0.25751,                 1.2126,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.54692,                0.24727,                0.96057,                0.98583,                0.98099,                0.99191,                0.89435,                0.54191,                0.25672,                 1.2078,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.54955,                0.24653,                0.96336,                0.98466,                0.98198,                0.99197,                0.89431,                0.54122,                0.25671,                 1.2099,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.55397,                 0.2455,                0.96144,                0.98415,                 0.9829,                0.99245,                0.89462,                0.54227,                0.25685,                 1.2113,             1.4209e-05,             1.4209e-05,             1.4209e-05
